ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,liga
208670, H. Ziyech,27,https://cdn.sofifa.com/players/208/670/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,85,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€44M,€140K,2096,Left,3.0,2.0,5.0,High/ High,PLAYER_BODY_TYPE_250,Yes,"<span class=""pos pos28"">SUB",22.0,"Jul 1, 2020",,2025,5'11,143lbs,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,85.0,84.0,78.0,83.0,37.0,80.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0,,56.0,40.0,11.0,7.0,11.0,8.0,14.0,CAM,85.0,€86.9M,44.0,Premier league
231866, Rodri,24,https://cdn.sofifa.com/players/231/866/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,88,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€44M,€145K,2093,Right,2.0,4.0,3.0,Medium/ High,Normal (185+),Yes,"<span class=""pos pos10"">CDM",16.0,"Jul 4, 2019",,2024,6'3,181lbs,63.0,64.0,75.0,85.0,59.0,76.0,65.0,54.0,82.0,82.0,66.0,65.0,68.0,82.0,69.0,74.0,69.0,84.0,79.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0,,84.0,78.0,10.0,10.0,7.0,14.0,8.0,CDM,85.0,€84.7M,83.0,Premier league
200949, Lucas Moura,27,https://cdn.sofifa.com/players/200/949/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€27M,€120K,2093,Right,3.0,4.0,4.0,High/ Medium,PLAYER_BODY_TYPE_363,Yes,"<span class=""pos pos12"">RM",27.0,"Jan 31, 2018",,2024,5'9,154lbs,73.0,79.0,62.0,74.0,72.0,88.0,71.0,70.0,70.0,85.0,95.0,89.0,93.0,81.0,92.0,80.0,92.0,75.0,58.0,76.0,72.0,50.0,80.0,70.0,74.0,82.0,,43.0,44.0,9.0,10.0,14.0,7.0,14.0,RM,83.0,€51.3M,31.0,Premier league
172962, V. Moses,29,https://cdn.sofifa.com/players/172/962/20_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,78,78,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€10M,€84K,2090,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",31.0,"Aug 24, 2012",,2021,5'10,170lbs,76.0,67.0,70.0,76.0,64.0,82.0,75.0,61.0,70.0,81.0,77.0,76.0,75.0,76.0,79.0,74.0,66.0,79.0,68.0,69.0,62.0,73.0,72.0,72.0,75.0,75.0,,74.0,71.0,9.0,7.0,8.0,16.0,16.0,RM,78.0,€19M,74.0,Premier league
237238, S. McTominay,23,https://cdn.sofifa.com/players/237/238/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,79,84,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€15.5M,€85K,2087,Right,1.0,3.0,3.0,High/ High,Normal (185+),Yes,"<span class=""pos pos28"">SUB",39.0,"Jul 1, 2013",,2025,6'4,194lbs,70.0,66.0,77.0,80.0,62.0,77.0,70.0,55.0,79.0,78.0,67.0,68.0,69.0,78.0,62.0,81.0,70.0,84.0,84.0,80.0,85.0,75.0,68.0,75.0,59.0,78.0,,80.0,72.0,9.0,6.0,6.0,10.0,11.0,CM,80.0,€30.6M,74.0,Premier league
208450, Andreas Pereira,24,https://cdn.sofifa.com/players/208/450/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,78,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€8.5M,€72K,2084,Right,1.0,4.0,4.0,Medium/ High,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",15.0,"Jan 7, 2013",,2023,5'10,157lbs,77.0,69.0,56.0,76.0,72.0,77.0,81.0,78.0,76.0,78.0,74.0,72.0,79.0,74.0,77.0,80.0,62.0,78.0,60.0,74.0,78.0,70.0,69.0,76.0,70.0,70.0,,67.0,64.0,15.0,14.0,7.0,10.0,7.0,CAM,77.0,€16.8M,67.0,Premier league
235569, T. Ndombele,23,https://cdn.sofifa.com/players/235/569/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,87,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€20.5M,€82K,2083,Right,1.0,3.0,4.0,Medium/ Medium,PLAYER_BODY_TYPE_364,Yes,"<span class=""pos pos28"">SUB",28.0,"Jul 2, 2019",,2024,5'11,168lbs,69.0,59.0,56.0,84.0,59.0,88.0,74.0,65.0,81.0,86.0,79.0,69.0,84.0,82.0,86.0,80.0,60.0,58.0,79.0,68.0,75.0,72.0,69.0,87.0,60.0,87.0,,73.0,69.0,8.0,10.0,13.0,8.0,7.0,CAM,82.0,€43.1M,66.0,Premier league
220971, N. Keïta,25,https://cdn.sofifa.com/players/220/971/20_60.png,Guinea,https://cdn.sofifa.com/flags/gn.png,81,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€22.5M,€96K,2078,Right,2.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",8.0,"Jul 1, 2018",,2023,5'8,141lbs,62.0,74.0,42.0,85.0,71.0,87.0,64.0,70.0,76.0,88.0,77.0,66.0,89.0,81.0,90.0,76.0,52.0,79.0,57.0,73.0,78.0,76.0,74.0,80.0,58.0,81.0,,64.0,62.0,7.0,14.0,15.0,14.0,9.0,CAM,83.0,€43.3M,68.0,Premier league
234568, Gedson Fernandes,21,https://cdn.sofifa.com/players/234/568/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,75,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€10M,€50K,2076,Right,1.0,3.0,3.0,High/ High,Lean (170-185),No,"<span class=""pos pos28"">SUB",30.0,,"<a href=""/team/234/sl-benfica/"">SL Benfica</a>","Jun 30, 2021",5'11,157lbs,71.0,64.0,61.0,76.0,64.0,78.0,68.0,70.0,73.0,80.0,77.0,77.0,76.0,75.0,70.0,80.0,71.0,77.0,71.0,76.0,80.0,72.0,70.0,75.0,60.0,75.0,,75.0,73.0,9.0,15.0,7.0,9.0,5.0,CAM,77.0,,71.0,Premier league
197853, S. Aurier,27,https://cdn.sofifa.com/players/197/853/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,80,80,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€13M,€86K,2076,Right,2.0,3.0,3.0,High/ Medium,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",24.0,"Aug 31, 2017",,2022,5'9,163lbs,81.0,55.0,75.0,77.0,61.0,76.0,69.0,30.0,69.0,79.0,77.0,76.0,70.0,78.0,76.0,71.0,92.0,76.0,73.0,55.0,86.0,77.0,70.0,71.0,64.0,75.0,,79.0,82.0,7.0,10.0,15.0,16.0,9.0,RB,80.0,€24.7M,74.0,Premier league
184432, Azpilicueta,30,https://cdn.sofifa.com/players/184/432/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,84,84,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€24.5M,€120K,2075,Right,3.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos3"">RB",28.0,"Aug 24, 2012",,2022,5'10,170lbs,81.0,46.0,75.0,78.0,51.0,67.0,68.0,58.0,80.0,77.0,68.0,66.0,72.0,86.0,73.0,68.0,79.0,81.0,70.0,60.0,86.0,85.0,62.0,74.0,66.0,78.0,,85.0,85.0,13.0,9.0,10.0,6.0,5.0,RB,84.0,€46.6M,85.0,Premier league
224458, Diogo Jota,23,https://cdn.sofifa.com/players/224/458/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,80,86,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€20.5M,€90K,2073,Right,2.0,5.0,4.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",20.0,"Sep 19, 2020",,2025,5'10,161lbs,68.0,77.0,52.0,72.0,75.0,84.0,76.0,58.0,68.0,84.0,88.0,79.0,87.0,82.0,86.0,82.0,66.0,79.0,73.0,74.0,85.0,54.0,82.0,74.0,63.0,84.0,,54.0,44.0,7.0,12.0,15.0,9.0,11.0,CAM,81.0,€42M,53.0,Premier league
205988, L. Shaw,24,https://cdn.sofifa.com/players/205/988/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,83,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€19M,€97K,2071,Left,2.0,2.0,3.0,Medium/ Medium,Stocky (170-185),Yes,"<span class=""pos pos7"">LB",23.0,"Jun 27, 2014",,2023,5'11,165lbs,75.0,44.0,78.0,78.0,54.0,78.0,76.0,54.0,69.0,79.0,78.0,78.0,75.0,80.0,74.0,70.0,81.0,76.0,77.0,54.0,82.0,78.0,74.0,75.0,44.0,78.0,,81.0,79.0,10.0,12.0,13.0,7.0,7.0,LB,81.0,€37.5M,81.0,Premier league
207494, J. Lingard,27,https://cdn.sofifa.com/players/207/494/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,77,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€9.5M,€93K,2070,Right,2.0,3.0,4.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",14.0,"Jul 1, 2011",,2021,5'9,137lbs,74.0,71.0,67.0,77.0,72.0,77.0,79.0,68.0,63.0,77.0,78.0,77.0,83.0,80.0,84.0,79.0,65.0,82.0,62.0,77.0,74.0,54.0,80.0,77.0,70.0,75.0,,57.0,49.0,14.0,10.0,8.0,13.0,9.0,CAM,77.0,€18.1M,63.0,Premier league
213648, P. Højbjerg,24,https://cdn.sofifa.com/players/213/648/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,80,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€17.5M,€73K,2070,Right,2.0,4.0,3.0,Medium/ High,Normal (185+),Yes,"<span class=""pos pos9"">RDM",5.0,"Aug 11, 2020",,2025,6'1,185lbs,66.0,63.0,63.0,81.0,60.0,76.0,70.0,76.0,79.0,79.0,58.0,63.0,65.0,79.0,64.0,84.0,63.0,85.0,78.0,79.0,85.0,78.0,69.0,75.0,51.0,72.0,,80.0,72.0,9.0,7.0,12.0,11.0,11.0,CDM,81.0,€34.6M,79.0,Premier league
230666, Gabriel Jesus,23,https://cdn.sofifa.com/players/230/666/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,87,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€34.5M,€150K,2070,Right,2.0,3.0,4.0,High/ High,PLAYER_BODY_TYPE_326,Yes,"<span class=""pos pos25"">ST",9.0,"Aug 3, 2016",,2023,5'9,161lbs,66.0,85.0,77.0,77.0,77.0,86.0,76.0,54.0,66.0,86.0,87.0,83.0,91.0,87.0,90.0,81.0,78.0,79.0,65.0,76.0,73.0,32.0,87.0,77.0,75.0,81.0,,30.0,28.0,13.0,8.0,6.0,6.0,15.0,ST,85.0,€66.4M,53.0,Premier league
211300, A. Martial,24,https://cdn.sofifa.com/players/211/300/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,88,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€41M,€155K,2065,Right,3.0,3.0,4.0,Medium/ Medium,PLAYER_BODY_TYPE_328,Yes,"<span class=""pos pos25"">ST",9.0,"Sep 1, 2015",,2024,6'0,168lbs,72.0,85.0,71.0,80.0,75.0,89.0,84.0,54.0,63.0,87.0,88.0,90.0,83.0,82.0,79.0,83.0,70.0,77.0,76.0,79.0,54.0,42.0,84.0,77.0,81.0,82.0,,39.0,36.0,9.0,8.0,8.0,15.0,11.0,ST,86.0,€81M,34.0,Premier league
246, 13 P. Scholes,37,https://cdn.sofifa.com/players/000/246/13_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,80,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€400K,€40K,2065,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-),Yes,"<span class=""pos pos28"">SUB",22.0,"Jul 8, 1993",,2013,5'7,157lbs,83.0,65.0,72.0,89.0,85.0,75.0,74.0,67.0,90.0,87.0,53.0,53.0,68.0,82.0,82.0,88.0,64.0,34.0,63.0,84.0,87.0,79.0,83.0,91.0,77.0,,58.0,49.0,36.0,7.0,12.0,5.0,15.0,8.0,CAM,82.0,,,Premier league
193348, X. Shaqiri,28,https://cdn.sofifa.com/players/193/348/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,81,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€18M,€105K,2061,Left,3.0,4.0,5.0,Medium/ Medium,Shaqiri,Yes,"<span class=""pos pos29"">RES",23.0,"Jul 13, 2018",,2023,5'7,159lbs,79.0,70.0,45.0,80.0,76.0,84.0,88.0,84.0,79.0,82.0,79.0,77.0,83.0,78.0,91.0,87.0,51.0,66.0,71.0,84.0,61.0,55.0,75.0,80.0,65.0,81.0,,49.0,48.0,13.0,12.0,12.0,11.0,11.0,RM,81.0,€33.3M,35.0,Premier league
235790, K. Havertz,21,https://cdn.sofifa.com/players/235/790/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,93,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€57M,€105K,2058,Left,3.0,4.0,4.0,Medium/ Medium,PLAYER_BODY_TYPE_270,Yes,"<span class=""pos pos12"">RM",29.0,"Sep 4, 2020",,2025,6'2,183lbs,73.0,85.0,78.0,84.0,80.0,86.0,84.0,53.0,78.0,87.0,78.0,88.0,78.0,85.0,74.0,74.0,75.0,82.0,69.0,78.0,42.0,38.0,84.0,82.0,73.0,84.0,,46.0,38.0,6.0,8.0,11.0,10.0,12.0,CAM,87.0,€119.7M,39.0,Premier league
199767, M. van Ginkel,27,https://cdn.sofifa.com/players/199/767/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,76,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€7.5M,€67K,2054,Right,2.0,4.0,3.0,High/ High,Lean (185+),Yes,"<span class=""pos pos29"">RES",35.0,"Jul 5, 2013",,2021,6'1,181lbs,71.0,76.0,74.0,82.0,74.0,75.0,66.0,69.0,79.0,80.0,62.0,64.0,68.0,71.0,59.0,79.0,74.0,50.0,71.0,76.0,69.0,60.0,76.0,75.0,84.0,83.0,,73.0,68.0,7.0,11.0,13.0,13.0,14.0,CAM,77.0,€14.8M,71.0,Premier league
225953, S. Bergwijn,22,https://cdn.sofifa.com/players/225/953/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,83,88,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€34.5M,€105K,2047,Right,2.0,2.0,4.0,High/ Medium,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",23.0,"Jan 29, 2020",,2025,5'10,172lbs,78.0,77.0,60.0,84.0,75.0,87.0,78.0,66.0,62.0,85.0,88.0,87.0,79.0,79.0,90.0,84.0,68.0,79.0,78.0,83.0,50.0,34.0,78.0,80.0,68.0,77.0,,28.0,26.0,11.0,14.0,12.0,14.0,13.0,CAM,84.0,€68.1M,52.0,Premier league
169595, D. Rose,29,https://cdn.sofifa.com/players/169/595/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,79,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€10.5M,€85K,2047,Left,3.0,3.0,3.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos29"">RES",26.0,"Jul 1, 2007",,2021,5'9,168lbs,77.0,57.0,64.0,75.0,60.0,76.0,66.0,57.0,66.0,79.0,76.0,74.0,69.0,79.0,78.0,68.0,77.0,68.0,68.0,62.0,87.0,77.0,65.0,72.0,57.0,75.0,,79.0,81.0,10.0,11.0,8.0,13.0,13.0,LB,79.0,€20M,78.0,Premier league
201417, M. Doherty,28,https://cdn.sofifa.com/players/201/417/20_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,81,81,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€15M,€96K,2044,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos3"">RB",2.0,"Aug 30, 2020",,2024,6'0,192lbs,80.0,62.0,74.0,78.0,46.0,74.0,63.0,45.0,69.0,79.0,69.0,75.0,67.0,81.0,68.0,76.0,82.0,93.0,72.0,63.0,76.0,76.0,77.0,68.0,48.0,70.0,,78.0,75.0,15.0,8.0,12.0,11.0,9.0,RWB,81.0,€28.5M,75.0,Premier league
1419, 11 P. Vieira,34,https://cdn.sofifa.com/players/001/419/11_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,87,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€0,€0,2042,Right,4.0,3.0,2.0,N/A/ N/A,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",24.0,"Sep 2, 2010",,2011,6'4,181lbs,62.0,40.0,82.0,79.0,62.0,63.0,65.0,56.0,73.0,75.0,58.0,61.0,66.0,72.0,79.0,75.0,78.0,68.0,84.0,68.0,86.0,83.0,74.0,79.0,73.0,,68.0,79.0,78.0,10.0,9.0,7.0,15.0,15.0,CDM,77.0,,,Premier league
164240, Thiago Silva,35,https://cdn.sofifa.com/players/164/240/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€11.5M,€93K,2037,Right,4.0,3.0,2.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",6.0,"Aug 28, 2020",,2021,6'0,174lbs,60.0,40.0,81.0,80.0,61.0,67.0,62.0,61.0,80.0,79.0,57.0,61.0,67.0,81.0,66.0,71.0,90.0,71.0,82.0,65.0,76.0,88.0,59.0,70.0,60.0,86.0,,86.0,84.0,9.0,12.0,5.0,9.0,10.0,CB,85.0,€21.9M,87.0,Premier league
204884, B. Mendy,25,https://cdn.sofifa.com/players/204/884/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,84,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€19.5M,€115K,2035,Left,2.0,3.0,3.0,High/ Low,Stocky (185+),Yes,"<span class=""pos pos7"">LB",22.0,"Jul 24, 2017",,2022,6'1,187lbs,87.0,39.0,65.0,80.0,38.0,79.0,80.0,44.0,69.0,78.0,75.0,84.0,68.0,80.0,65.0,79.0,71.0,75.0,79.0,65.0,75.0,78.0,73.0,76.0,50.0,79.0,,79.0,80.0,7.0,7.0,9.0,15.0,9.0,LWB,82.0,€37.5M,77.0,Premier league
229984, B. Chilwell,23,https://cdn.sofifa.com/players/229/984/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€20.5M,€79K,2034,Left,1.0,3.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",21.0,"Aug 26, 2020",,2025,5'10,170lbs,78.0,47.0,68.0,76.0,42.0,78.0,67.0,67.0,70.0,81.0,77.0,76.0,70.0,80.0,72.0,72.0,82.0,88.0,69.0,40.0,72.0,78.0,74.0,72.0,52.0,74.0,,79.0,82.0,10.0,7.0,14.0,7.0,10.0,LB,81.0,€40.5M,77.0,Premier league
204485, R. Mahrez,29,https://cdn.sofifa.com/players/204/485/20_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,85,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€37.5M,€210K,2034,Left,3.0,4.0,5.0,Medium/ Medium,PLAYER_BODY_TYPE_324,Yes,"<span class=""pos pos23"">RW",26.0,"Jul 10, 2018",,2023,5'10,148lbs,83.0,79.0,48.0,80.0,76.0,90.0,84.0,78.0,75.0,91.0,87.0,79.0,92.0,81.0,88.0,79.0,60.0,76.0,55.0,80.0,48.0,39.0,80.0,84.0,70.0,84.0,,31.0,22.0,15.0,9.0,13.0,11.0,6.0,RW,85.0,€69.4M,45.0,Premier league
184087, T. Alderweireld,31,https://cdn.sofifa.com/players/184/087/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€28.5M,€130K,2031,Right,3.0,3.0,2.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos4"">RCB",4.0,"Jul 8, 2015",,2023,6'1,179lbs,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,82.0,75.0,60.0,65.0,59.0,85.0,62.0,78.0,82.0,78.0,79.0,58.0,81.0,85.0,52.0,62.0,58.0,86.0,,89.0,85.0,16.0,6.0,14.0,16.0,14.0,CB,85.0,€54.2M,88.0,Premier league
212188, T. Werner,24,https://cdn.sofifa.com/players/212/188/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,88,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€49.5M,€135K,2026,Right,3.0,4.0,3.0,High/ Medium,PLAYER_BODY_TYPE_348,Yes,"<span class=""pos pos25"">ST",11.0,"Jul 1, 2020",,2025,5'11,168lbs,69.0,88.0,78.0,78.0,86.0,84.0,70.0,58.0,55.0,85.0,93.0,89.0,83.0,87.0,76.0,85.0,75.0,83.0,67.0,78.0,63.0,37.0,88.0,65.0,78.0,82.0,,20.0,19.0,9.0,9.0,8.0,15.0,9.0,ST,87.0,€97.8M,39.0,Premier league
210736, Emerson,25,https://cdn.sofifa.com/players/210/736/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,82,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€14M,€77K,2024,Left,2.0,2.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",33.0,"Jan 30, 2018",,2022,5'9,174lbs,78.0,51.0,60.0,77.0,51.0,79.0,53.0,71.0,66.0,80.0,83.0,79.0,75.0,77.0,76.0,80.0,67.0,74.0,57.0,77.0,69.0,78.0,72.0,57.0,55.0,72.0,,77.0,76.0,8.0,15.0,8.0,7.0,14.0,LWB,80.0,€27.7M,77.0,Premier league
245279, Reguilón,23,https://cdn.sofifa.com/players/245/279/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,89,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€27.5M,€85K,2020,Left,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",3.0,"Sep 19, 2020",,2025,5'10,150lbs,79.0,52.0,75.0,79.0,49.0,78.0,70.0,43.0,67.0,81.0,82.0,87.0,76.0,79.0,72.0,62.0,66.0,80.0,65.0,56.0,73.0,79.0,74.0,68.0,42.0,72.0,,79.0,78.0,11.0,14.0,9.0,5.0,12.0,LB,82.0,€57.8M,78.0,Premier league
191202, N. Matić,31,https://cdn.sofifa.com/players/191/202/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,80,80,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€11M,€105K,2016,Left,3.0,3.0,3.0,Low/ Medium,Lean (185+),Yes,"<span class=""pos pos11"">LDM",31.0,"Jul 31, 2017",,2023,6'4,183lbs,70.0,59.0,74.0,82.0,73.0,78.0,70.0,67.0,82.0,78.0,42.0,45.0,43.0,79.0,47.0,84.0,65.0,66.0,84.0,72.0,77.0,81.0,69.0,71.0,64.0,82.0,,82.0,74.0,7.0,15.0,12.0,14.0,9.0,CDM,80.0,€20.9M,81.0,Premier league
232099, M. Grujić,24,https://cdn.sofifa.com/players/232/099/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,75,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€9M,€58K,2014,Right,1.0,3.0,3.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos29"">RES",16.0,"Jan 6, 2016",,2023,6'3,190lbs,62.0,72.0,78.0,75.0,62.0,80.0,65.0,51.0,73.0,80.0,58.0,64.0,67.0,77.0,56.0,76.0,76.0,74.0,77.0,67.0,75.0,72.0,75.0,77.0,57.0,81.0,,70.0,70.0,9.0,14.0,8.0,12.0,13.0,CM,77.0,€18.5M,72.0,Premier league
232223, K. Tsimikas,24,https://cdn.sofifa.com/players/232/223/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,76,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€9M,€55K,2013,Left,1.0,3.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",21.0,"Aug 10, 2020",,2025,5'10,150lbs,77.0,50.0,54.0,70.0,40.0,72.0,74.0,69.0,67.0,72.0,89.0,86.0,79.0,72.0,74.0,70.0,75.0,85.0,72.0,65.0,77.0,69.0,70.0,65.0,55.0,67.0,,73.0,71.0,8.0,12.0,8.0,13.0,10.0,LWB,77.0,€17.3M,70.0,Premier league
229880, A. Wan-Bissaka,22,https://cdn.sofifa.com/players/229/880/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,88,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€30.5M,€115K,2007,Right,1.0,2.0,4.0,Medium/ High,PLAYER_BODY_TYPE_331,Yes,"<span class=""pos pos3"">RB",29.0,"Jun 29, 2019",,2024,6'0,159lbs,74.0,44.0,58.0,74.0,43.0,82.0,68.0,45.0,56.0,77.0,84.0,88.0,85.0,82.0,73.0,70.0,62.0,79.0,71.0,46.0,78.0,83.0,69.0,64.0,56.0,76.0,,85.0,90.0,9.0,8.0,6.0,8.0,8.0,RB,83.0,€60.2M,82.0,Premier league
205923, B. Davies,27,https://cdn.sofifa.com/players/205/923/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,80,81,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€14.5M,€86K,2007,Left,2.0,3.0,3.0,Medium/ High,Lean (170-185),Yes,"<span class=""pos pos7"">LB",33.0,"Jul 23, 2014",,2024,6'0,168lbs,78.0,58.0,66.0,79.0,48.0,75.0,72.0,48.0,70.0,78.0,73.0,73.0,68.0,78.0,68.0,65.0,74.0,83.0,69.0,52.0,76.0,79.0,64.0,75.0,54.0,74.0,,82.0,80.0,11.0,7.0,6.0,7.0,14.0,LB,80.0,€28.6M,77.0,Premier league
222400, H. Winks,24,https://cdn.sofifa.com/players/222/400/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€15.5M,€69K,2002,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos11"">LDM",8.0,"Jul 1, 2014",,2024,5'9,163lbs,65.0,55.0,50.0,84.0,50.0,81.0,73.0,68.0,80.0,82.0,73.0,62.0,83.0,80.0,82.0,63.0,50.0,79.0,61.0,60.0,77.0,76.0,64.0,81.0,51.0,83.0,,76.0,67.0,8.0,11.0,14.0,13.0,10.0,CM,80.0,€30.6M,73.0,Premier league
